,AREA,TITLE,AVGEMP,TOTWAGE,ANNAVGSAL
4185,Columbia County,"Insurance Agencies, Brokerages & Support",90,5345196,59391
4186,Columbia County,Insurance Agencies and Brokerages,88,5226396,59391
4187,Columbia County,Real Estate and Rental and Leasing,246,8318395,33815
4188,Columbia County,Real Estate,191,6151437,32206
4189,Columbia County,Lessors of Real Estate,121,3189051,26356
4190,Columbia County,Lessors of Residential Buildings,94,2279435,24249
4191,Columbia County,Lessors of Nonresidential Buildings,7,408289,58327
4192,Columbia County,Lessors of Other Real Estate Property,8,316845,39606
4193,Columbia County,Offices of Real Estate Agents & Brokers,21,905548,43121
4194,Columbia County,Activities Related to Real Estate,50,2056838,41137
4195,Columbia County,Real Estate Property Managers,41,1427692,34822
4196,Columbia County,Residential Property Managers,40,1388692,34717
4197,Columbia County,Rental and Leasing Services,52,2090861,40209
4198,Columbia County,Consumer Goods Rental,29,1080223,37249
4199,Columbia County,Other Consumer Goods Rental,23,862873,37516
4200,Columbia County,Professional and Technical Services,584,31928397,54672
4201,Columbia County,Legal Services,78,4696754,60215
4202,Columbia County,Offices of Lawyers,68,3636773,53482
4203,Columbia County,Accounting and Bookkeeping Services,131,8326105,63558
4204,Columbia County,Offices of Certified Public Accountants,102,7276034,71334
4205,Columbia County,Tax Preparation Services,9,374089,41565
4206,Columbia County,Payroll Services,14,559821,39987
4207,Columbia County,Other Accounting Services,5,116161,23232
4208,Columbia County,Architectural and Engineering Services,66,4662532,70644
4209,Columbia County,Architectural Services,15,749141,49943
4210,Columbia County,Architechtural Services,15,749141,49943
4211,Columbia County,Engineering Services,40,3347797,83695
4212,Columbia County,Specialized Design Services,30,1271746,42392
4213,Columbia County,Graphic Design Services,13,470114,36163
4214,Columbia County,Computer Systems Design and Rel Services,32,2099531,65610
4215,Columbia County,Custom Computer Programming Services,15,1068921,71261
4216,Columbia County,Computer Systems Design Services,17,1030610,60624
4217,Columbia County,Management & Technical Consulting Svc,61,4394226,72036
4218,Columbia County,Management Consulting Services,48,3588265,74756
4219,Columbia County,Administrative Management Consulting Svc,17,1420107,83536
4220,Columbia County,Marketing Consulting Services,4,303450,75863
4221,Columbia County,Environmental Consulting Services,7,299005,42715
4222,Columbia County,Other Technical Consulting Services,6,506956,84493
4223,Columbia County,Scientific Research and Development Svc,31,1337568,43147
4224,Columbia County,Physical/Engineering/Biological Research,29,1317763,45440
4225,Columbia County,Public Relations Agencies,5,226810,45362
4226,Columbia County,Other Professional & Technical Services,86,3436468,39959
4227,Columbia County,Photographic Services,5,216500,43300
4228,Columbia County,Veterinary Services,71,2934035,41324
4229,Columbia County,Management of Companies and Enterprises,132,6091434,46147
4230,Columbia County,Managing Offices,132,6091434,46147
4231,Columbia County,Administrative and Waste Services,474,16611866,35046
4232,Columbia County,Administrative and Support Services,378,11971482,31671
4233,Columbia County,Office Administrative Services,26,1445646,55602
4234,Columbia County,Business Support Services,12,234837,19570
4235,Columbia County,Other Business Support Services,3,78210,26070
4236,Columbia County,Investigation and Security Services,2,93195,46598
4237,Columbia County,Security and Armored Car Services,2,93195,46598
4238,Columbia County,Investigation Services,2,93195,46598
4239,Columbia County,Services to Buildings and Dwellings,267,8350088,31274
4240,Columbia County,Janitorial Services,75,1996737,26623
4241,Columbia County,Janatorial Services,75,1996737,26623
4242,Columbia County,Landscaping Services,191,6304556,33008
4243,Columbia County,Waste Management and Remediation Service,96,4640384,48337
4244,Columbia County,Educational Services,382,11058304,28948
4245,Columbia County,Elementary and Secondary Schools,274,8533074,31143
4246,Columbia County,"Business, Computer & Management Training",23,1086444,47237
4247,Columbia County,Other Schools and Instruction,68,940117,13825
4248,Columbia County,Fine Arts Schools,7,63624,9089
4249,Columbia County,Sports and Recreation Instruction,49,620630,12666
4250,Columbia County,Health Care and Social Assistance,4349,180637636,41535
4251,Columbia County,Ambulatory Health Care Services,777,32448772,41762
4252,Columbia County,Offices of Physicians,115,11040377,96003
4253,Columbia County,"Offices of Physicians, ex. Mental Health",115,11040377,96003
4254,Columbia County,Offices of Dentists,108,5405857,50054
4255,Columbia County,Offices of Other Health Practitioners,75,2484808,33131
4256,Columbia County,Offices of Chiropractors,18,303491,16861
4257,Columbia County,Offices of Specialty Therapists,24,798531,33272
4258,Columbia County,Offices of All Other Health Practitioner,21,814892,38804
4259,Columbia County,Offices of Podiatrists,6,367044,61174
4260,Columbia County,Offices of Misc Health Practitioners,15,447848,29857
4261,Columbia County,Other Outpatient Care Centers,28,1300588,46450
4262,Columbia County,Home Health Care Services,144,3774335,26211
4263,Columbia County,Other Ambulatory Health Care Services,107,3907958,36523
4264,Columbia County,Ambulance Services,107,3907958,36523
4265,Columbia County,Nursing and Residential Care Facilities,1442,53401021,37033
4266,Columbia County,Nursing Care Facilities,589,20200338,34296
4267,Columbia County,Residential Mental Health Facilities,410,14631000,35685
4268,Columbia County,Residential Mental Retardation Facility,371,13505954,36404
4269,Columbia County,Residental Mental & Substance Abuse Care,40,1125046,28126
4270,Columbia County,Community Care Facility for the Elderly,233,8515219,36546
4271,Columbia County,Homes for the Elderly,59,1519252,25750
4272,Columbia County,Social Assistance,661,16592788,25103
4273,Columbia County,Individual and Family Services,351,9196642,26201
4274,Columbia County,Child and Youth Services,18,317918,17662
4275,Columbia County,Services for the Elderly and Disabled,187,4963957,26545
4276,Columbia County,Other Individual and Family Services,146,3914767,26813
4277,Columbia County,Child Day Care Services,134,2815738,21013
4278,Columbia County,"Arts, Entertainment, and Recreation",335,9664034,28848
4279,Columbia County,Performing Arts and Spectator Sports,141,4999712,35459
4280,Columbia County,Spectator Sports,47,411156,8748
4281,Columbia County,Performing Arts and Sports Promoters,37,1369169,37005
4282,Columbia County,Promoters with Facilities,37,1369169,37005
4283,Columbia County,Independent Artists/Writers/Performers,29,1867683,64403
4284,Columbia County,"Museums, Parks and Historical Sites",46,1503185,32678
4285,Columbia County,Museums,20,650870,32544
4286,Columbia County,"Amusement, Gambling & Recreation Ind",148,3161137,21359
4287,Columbia County,Other Amusement & Recreation Industries,127,2600038,20473
4288,Columbia County,Golf Courses and Country Clubs,53,1356466,25594
4289,Columbia County,Fitness and Recreational Sports Centers,36,628117,17448
4290,Columbia County,All Other Amusement and Recreation Ind,34,502490,14779
4291,Columbia County,Accommodation and Food Services,1966,43575265,22164
4292,Columbia County,Accommodation,325,8207635,25254
4293,Columbia County,Traveler Accommodation,171,4416110,25825
4294,Columbia County,Hotels (except Casino Hotels) and Motels,127,3146010,24772
4295,Columbia County,Other Traveler Accommodation,45,1270100,28224
4296,Columbia County,Bed-and-Breakfast Inns,19,411721,21670
4297,Columbia County,RV Parks and Campgrounds,17,306060,18004
4298,Columbia County,Food Services and Drinking Places,1640,35367630,21566
4299,Columbia County,Special Food Services,109,2489141,22836
4300,Columbia County,Caterers,45,650405,14453
4301,Columbia County,Drinking Places (Alcoholic Beverages),49,1062540,21684
4302,Columbia County,Restaurants and Other Eating Places,1482,31815949,21468
4303,Columbia County,Restaurants,1482,31815949,21468
4304,Columbia County,Full-service restaurants,1010,22594930,22371
4305,Columbia County,Limited-service restaurants,320,6025537,18830
4306,Columbia County,Snack and nonalcoholic beverage bars,152,3195482,21023
4307,Columbia County,"Other Services, Ex. Public Admin",668,22239393,33293
4308,Columbia County,Repair and Maintenance,223,8181194,36687
4309,Columbia County,Automotive Repair and Maintenance,166,5634311,33942
4310,Columbia County,Automotive Mechanical Repair/Maintenance,129,4436173,34389
4311,Columbia County,General Automotive Repair,120,4139206,34493
4312,Columbia County,"Automotive Body, Interior & Glass Repair",15,582670,38845
4313,Columbia County,Automotive Body and Interior Repair,15,582670,38845
4314,Columbia County,Commercial Machinery Repair/Maintenance,18,555563,30865
4315,Columbia County,Personal and Laundry Services,111,2635696,23745
4316,Columbia County,Personal Care Services,60,1339599,22327
4317,Columbia County,"Hair, Nail, and Skin Care Services",60,1339599,22327
4318,Columbia County,Beauty Salons,53,1137072,21454
4319,Columbia County,Death Care Services,12,482428,40202
4320,Columbia County,Funeral Homes and Funeral Services,12,482428,40202
4321,Columbia County,Drycleaning and Laundry Services,20,313247,15662
4322,Columbia County,Drycleaning and Laundry Services,18,281214,15623
4323,Columbia County,Membership Organizations & Associations,276,9721979,35225
4324,Columbia County,Religious Organizations,120,2332866,19441
4325,Columbia County,Grantmaking and Giving Services,9,721086,80121
4326,Columbia County,Grantmaking Foundations,7,555273,79325
4327,Columbia County,Social Advocacy Organizations,82,4512339,55029
4328,Columbia County,Environment & Conservation Organizations,69,2523037,36566
4329,Columbia County,Civic and Social Organizations,16,315580,19724
4330,Columbia County,Professional and Similar Organizations,48,1840108,38336
4331,Columbia County,Business Associations,30,1263497,42117
4332,Columbia County,Private Households,59,1700524,28822
4333,Cortland County,"Agriculture, Forestry, Fishing and Hunting",239,8230656,34438
4334,Cortland County,Animal Production,205,7250209,35367
4335,Cortland County,Cattle Ranching and Farming,205,7250209,35367
4336,Cortland County,Dairy Cattle and Milk Production,205,7250209,35367
4337,Cortland County,Forestry and Logging,7,226804,32401
4338,Cortland County,Logging,7,226804,32401
4339,Cortland County,Mining,7,267885,38269
4340,Cortland County,Mining (except Oil and Gas),6,225881,37647
4341,Cortland County,Nonmetallic Mineral Mining and Quarrying,6,225881,37647
4342,Cortland County,"Sand, Clay, & Refractory Mineral Mining",6,225881,37647
4343,Cortland County,Construction Sand and Gravel Mining,6,225881,37647
4344,Cortland County,Utilities,21,3217083,153194
4345,Cortland County,Power Generation and Supply,21,3217083,153194
4346,Cortland County,Electric Power Transmission/Distribution,21,3217083,153194
4347,Cortland County,Electric Power Distribution,21,3217083,153194
4348,Cortland County,Construction,466,25093015,53848
4349,Cortland County,Construction of Buildings,148,5679237,38373
4350,Cortland County,Residential Building Construction,88,2578979,29307
4351,Cortland County,New Single-Family Housing Construction,19,615746,32408
4352,Cortland County,Residential Remodelers,69,1963233,28453
4353,Cortland County,Nonresidential Building Construction,60,3100258,51671
4354,Cortland County,Commercial Building Construction,60,3100258,51671
4355,Cortland County,Heavy and Civil Engineering Construction,156,11804374,75669
4356,Cortland County,Utility System Construction,47,3263386,69434
4357,Cortland County,Water and Sewer System Construction,46,3218785,69974
4358,Cortland County,Specialty Trade Contractors,162,7609404,46972
4359,Cortland County,Building Foundation/Exterior Contractors,29,1321255,45561
4360,Cortland County,Building Equipment Contractors,54,2522105,46706
4361,Cortland County,Electrical Contractors,26,1189548,45752
4362,Cortland County,Nonresidential Electrical Contractors,23,1131144,49180
4363,Cortland County,Plumbing and HVAC Contractors,29,1332557,45950
4364,Cortland County,Residential Plumbing/HVAC Contractors,24,1109828,46243
4365,Cortland County,Building Finishing Contractors,45,2550015,56667
4366,Cortland County,Painting and Wall Covering Contractors,9,261455,29051
4367,Cortland County,Finish Carpentry Contractors,32,2216139,69254
4368,Cortland County,Other Specialty Trade Contractors,34,1216029,35766
4369,Cortland County,Site Preparation Contractors,25,879911,35196
4370,Cortland County,Nonresidential Site Preparation Contrs,12,360165,30014
4371,Cortland County,All Other Specialty Trade Contractors,9,336118,37346
4372,Cortland County,All Other Residential Trade Contractors,9,336118,37346
4373,Cortland County,NAICS 31-33: Manufacturing,2036,122559168,60196
4374,Cortland County,Textile Product Mills,165,8556878,51860
4375,Cortland County,Other Textile Product Mills,165,8556878,51860
4376,Cortland County,All Other Textile Product Mills,165,8556878,51860
4377,Cortland County,"Rope, cordage, twine, and tire fabric mills",165,8556878,51860
4378,Cortland County,Printing and Related Support Activities,24,1002917,41788
4379,Cortland County,Printing,24,1002917,41788
4380,Cortland County,Commercial Gravure Printing,24,1002917,41788
4381,Cortland County,Chemical Manufacturing,32,1785406,55794
4382,Cortland County,Plastics & Rubber Products Manufacturing,185,9181125,49628
4383,Cortland County,Plastics Product Manufacturing,185,9181125,49628
4384,Cortland County,Fabricated Metal Product Manufacturing,373,17947135,48116
4385,Cortland County,Machine Shops and Threaded Products,313,13258390,42359
4386,Cortland County,Machine Shops,307,13079356,42604
